FECHA,LOTE,DENOMINACIÓN/     MARCA,CANTIDAD,%H,MALLAS,VERIFICACIÓN FISICA CAFÉ TOSTADO,NOTAS DE CATACIÓN,PUNTAJE,LIBERACIÓN DE LOTE,RESPONSABLE,VARIEDAD_ESTANDAR,PROCESO,ORIGEN,TIEMPO_DE_TUESTE_MIN,TIEMPO_TUESTE_MEDIAN,BENEFICIO
19-07-22,01-190722,Madre Laura,765.0,10.9,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
19-7-22,09-190722,Tabi Natural,204.0,10.2,14.0,C,"Frutas maduras, nibs de cacao, acidez brillante, cuerpo cremoso y final frutal ",85.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
19-07-22,10-190722,Don Mario,165.0,10.7,14.0,C,"Panela, durazno, miel, acidez brillante citrica, cuerpo sedoso y final limpio y prolongado",84.5,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
27-07-22,07-19-07-22,Don Felix,0.45,10.5,14.0,C,"Moras maduras, chocolate negro, acidez media citrica como naranja, cuerpo cremoso, balanaceado y final limpio.",84.5,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
31-10-22,01-291022,Madre Laura,105.0,10.7,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2022-02-11 00:00:00,01-291022,Madre Laura,105.0,10.7,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2022-11-11 00:00:00,01-101122,Madre Laura,210.0,10.7,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2022-04-12 00:00:00,08-241122,Gesha Villabernarda,12.0,10.3,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2022-04-12 00:00:00,02-241122,Madre Laura Natural,19.4,10.5,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2022-04-12 00:00:00,05-241122,Doña Dolly,35.0,10.8,14.0,C,"Panela, fresa, acidez brillante, cuerpo cremoso, naranja, final prolongado",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
30-12-22,01-291222,Madre Laura,70.0,10.7,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
17-01-23,01-130123,Madre Laura,585.0,11.2,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2023-08-02 00:00:00,03-010223,Madre Laura Descafeinado,210.0,10.5,14.0,C,"Chocolate dulce, limon, acidez jugosa citrica, cuerpo sedoso, final prolongado a un toque frutal ",84.5,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2023-08-02 00:00:00,01-010223,Madre Laura,140.0,11.2,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2023-08-02 00:00:00,02-010223,Madre Laura Natural,101.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2023-08-02 00:00:00,05-010223,Doña Dolly,70.0,10.5,14.0,C,"Frambuesa, miel, acidez brillante citrica como mandarina, cuerpo cremoso medio y final frutal prolongado. 
",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2023-08-02 00:00:00,07-010223,Don Felix,49.0,10.6,14.0,C,"Moras maduras, chocolate negro, acidez media citrica como naranja, cuerpo cremoso, balanaceado y final limpio.",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2023-08-02 00:00:00,11-010223,Monteverde - Wush Wush,10.0,10.2,14.0,C,"Sandia, caramelo, cedro, cuerpo cremoso, acidez brillante, final dulce",89.0,SI,LFQ,Wush Wush,NATURAL,HERRERA,490.0,490.0,NATURAL
2023-08-02 00:00:00,12-010223,El Ocaso - Pink Bourbon,59.0,10.8,14.0,C,"Manzana roja, acidez malica, fresas, limon, cuerpo aterciopelado,  final dulce ",87.0,SI,LFQ,Bourbon Rojo,HONEY,QUIMBAYA,489.0,489.0,HONEY
21-02-23,08-200223,Gesha Villabernarda,5.0,10.3,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2023-04-03 00:00:00,08-030323,Gesha Villabernarda,36.8,10.3,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2023-07-03 00:00:00,01-070323,Madre Laura,716.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
14-4-23,09-120423,Tabi Natural,70.0,10.2,14.0,C,"Frutas maduras, nibs de cacao, acidez brillante, cuerpo cremoso y final frutal ",85.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
14-4-23,11-140423,Monteverde - Wush Wush,8.0,10.2,14.0,C,"Sandia, caramelo, cedro, cuerpo cremoso, acidez brillante, final dulce",89.0,SI,LFQ,Wush Wush,NATURAL,HERRERA,490.0,490.0,NATURAL
20-4-23,01-200423,Madre Laura,691.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
20-4-23,09-200423,Tabi Natural,63.0,10.2,14.0,C,"Frutas maduras, nibs de cacao, acidez brillante, cuerpo cremoso y final frutal ",85.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
20-4-23,02-200423,Madre Laura Natural,73.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
26-4-23,08-260423,Gesha Villabernarda,36.8,10.3,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
25-5-23,13-250523,El Cedrela - Pink Bourbon,15.0,10.2,14.0,C,"Arandanos, clavos de olor, caramleo, cuerpo cremoso, acidez brillante y final frutal ",87.5,SI,LFQ,Bourbon Rojo,HONEY,QUIMBAYA,489.0,489.0,HONEY
2023-02-06 00:00:00,01-020623,Madre Laura,735.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
24-6-23,09-240623,Tabi Natural,200.0,10.2,14.0,C,"Frutas maduras, nibs de cacao, acidez brillante, cuerpo cremoso y final frutal ",85.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2023-04-07 00:00:00,07-040723,Don Felix,29.0,10.5,14.0,C,"Moras maduras, chocolate negro, acidez media citrica como naranja, cuerpo cremoso, balanaceado y final limpio.",84.5,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2023-04-07 00:00:00,08-040723,Gesha Villabernarda,36.8,10.3,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2023-12-07 00:00:00,11-120723,Monteverde - Wush Wush,22.0,10.2,14.0,C,"Sandia, caramelo, cedro, cuerpo cremoso, acidez brillante, final dulce",89.0,SI,LFQ,Wush Wush,NATURAL,HERRERA,490.0,490.0,NATURAL
2023-02-08 00:00:00,01-020823,Madre Laura,740.0,10.6,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
16-8-23,01-160823,Madre Laura,47.0,10.8,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
16-8-23,02-160823,Madre Laura Natural,101.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2023-08-09 00:00:00,08-080923,Gesha Villabernarda,41.0,10.6,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2023-08-09 00:00:00,15-080923 ,Don Victor - Marago,35.0,10.9,16.0,C,"Rosas, frambuesa, miel de maple, cuerpo cremoso, acidez brillante, final dulce ",87.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2023-04-10 00:00:00,01-041023 ,Madre Laura,320.0,10.4,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2023-04-10 00:00:00,15-041023,Don Victor - Marago,50.0,10.5,16.0,C,"Rosas, frambuesa, miel de maple, cuerpo cremoso, acidez brillante, final dulce ",87.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
20-10-23 ,06-201023 ,Don Rafael,168.0,10.9,14.0,C,"Azucar morena, vainilla, acidez jugosa como tamarindo, cuerpo sedoso y final limpio ",86.5,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
20-10-23 ,04-201023 ,Doña Rosalba,96.0,10.6,14.0,C,"Uva, flor de naranja, acidez brillante, cuerpo cremoso y final dulce como la melaza",85.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
20-10-23 ,10-201023 ,Doña Liceth,96.0,10.4,14.0,C,"Caña de azucar, nueces, acidez citrica como la naranja, cuerpo medio, final prolongado",84.5,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
30-10-23,02-301023,Madre Laura Natural,24.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
30-10-23,11-301023,Monteverde - Wush Wush,22.0,10.2,14.0,C,"Sandia, caramelo, cedro, cuerpo cremoso, acidez brillante, final dulce",89.0,SI,LFQ,Wush Wush,NATURAL,HERRERA,490.0,490.0,NATURAL
14-11-23 ,09-141123 ,Tabi Natural,47.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
14-11-23 ,01-141123 ,Madre Laura Lavado,312.0,10.4,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
14-11-23,17-141123 ,Familia Bedoya Castaño,35.0,10.8,14.0,C,"Chocolate dulce, ciruela madura, cuerpo cremoso, acidez malica brillante, final especiado como clavos de olor ",87.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2023-11-12 00:00:00,08-111223,Gesha Villabernarda,15.0,10.6,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2023-11-12 00:00:00,02-111223 ,Madre Laura Natural,20.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2023-11-12 00:00:00,05-111223 ,Doña Dolly,15.0,10.5,14.0,C,"Frambuesa, miel, acidez brillante citrica como mandarina, cuerpo cremoso medio y final frutal prolongado. 
",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
19-12-23,01-191223,Madre Laura,50.0,10.4,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
22-12-23 ,18-221223,Don Johan,35.0,10.5,14.0,C,"Limonaria, panela, acidez jugosa, cuerpo medio, residual frutal a naranja",86.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
22-1-24 ,01-220124,Madre Laura,23.0,10.6,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
22-2-24,02-220124,Madre Laura Natural,20.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
13-2-24 ,19-130224 ,Gesha Blue - Monteverde,35.0,10.4,14.0,C,"Fresa, lavanda, menta, chocolate al 70% , acidez jugosa, cuerpo cremoso y final dulce",89.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
13-2-24 ,20-130224 ,Bourbon Sidra - Las Flores,35.0,10.5,14.0,C,"Maracuya, te de cedron, acidez jugosa, cuerpo aterciopelado y final floral dulce ",89.0,SI,LFQ,Bourbon Rojo,HONEY,QUIMBAYA,489.0,489.0,HONEY
13-2-24 ,21-130224 ,Don Victor - Red Bourbon,35.0,10.6,14.0,C,"Jalea, arandanos, cuerpo cremoso, acidez brillante y residual frutal a naranja ",88.0,SI,LFQ,Bourbon Rojo,HONEY,QUIMBAYA,489.0,489.0,HONEY
20-2-24 ,07-200224 ,Don Felix,29.0,10.5,14.0,C,"Moras maduras, chocolate negro, acidez media citrica como naranja, cuerpo cremoso, balanaceado y final limpio.",84.5,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
29-2-24 ,01-290224 ,Madre Laura,175.0,10.6,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
29-2-24 ,02-290224 ,Madre Laura Natural,70.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2024-07-04 00:00:00,05-070424,Doña Dolly,26.0,10.5,14.0,C,"Frambuesa, miel, acidez brillante citrica como mandarina, cuerpo cremoso medio y final frutal prolongado. 
",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
2024-12-04 00:00:00,01-120424,Madre Laura,350.0,10.6,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
22-4-24,01-220424,Madre Laura,266.0,10.6,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
14-5-24 ,20-140524,Bourbon Sidra - Las Flores,35.0,10.5,14.0,C,"Maracuya, te de cedron, acidez jugosa, cuerpo aterciopelado y final floral dulce ",89.0,SI,LFQ,Bourbon Rojo,HONEY,QUIMBAYA,489.0,489.0,HONEY
14-5-24 ,08-140524,Gesha Villabernarda,35.0,10.6,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
14-5-24,02-140524,Madre Laura Natural,175.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
17-6-24 ,01-170624 ,Madre Laura,266.0,10.6,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
17-6-24 ,22-170624 ,El Ocaso - Caturron,48.0,10.3,15.0,C,"Chocolate dulce, nuez moscada, acidez jugosa, cuerpo cremoso y final frutal a durazno",87.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
2024-03-07 00:00:00,01-030724,Madre Laura,250.0,10.4,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
15-07-24 ,23-150724 ,Esteban Robledo,60.0,10.6,14.0,C,"Panela, almendras, acidez citrica jugosa como la mandrina, cuerpo sedoso y final limpio ",85.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
15-07-24 ,02-150724 ,Madre Laura Natural,175.0,10.8,14.0,C,"Cacao, frutos rojos, cuerpo cremoso, acidez brillante, final frutal",85.0,SI,LFQ,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
27-7-24,17-270724,Familia Bedoya Castaño,35.0,10.8,14.0,C,"Melao de panela, arandanos, cuerpo cremoso, acidez brillante citrica, residual a cascara de mandarina ",87.0,SI,LFQ,Otros,NAN,NAN,,492.0,NAN
30-08-22,01-300822,Madre Laura,32.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
13-10-22,01-131022,Madre Laura,79.8,10.4,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
18-10-22,01-181022,Madre Laura,38.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
18-10-22,05-181022,Doña Dolly,43.0,10.0,14.0,C,"Chocolate dulce,fresas,miel,cuerpo cremoso,acidez jugosa citrica y final frutal.",85.0,SI,AC,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
29-10-22,01-291022,Madre Laura,272.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
2022-03-11 00:00:00,08-031122,Gesha Villabernarda,19.3,10.4,14.0,C,"Jazmin,limonciollo, acidez jugosa, cuerpo sedoso, fnal dulce y prolongado",86.0,SI,AC,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2022-10-11 00:00:00,01-101122,Madre Laura,255.5,10.2,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
18-11-22,01-181122,Madre Laura,13.2,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
18-11-22,06-181122,Don Victor,13.0,10.8,14.0,C,"Frutas amarillas, cuerpo cremoso, acidez brillante, miel y final dulce ",85.0,SI,AC,Dos mil,TRADICIONAL,JERICO,495.0,495.0,LAVADO
21-11-22,01-211122,Madre Laura,37.8,10.4,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
28-11-22,01-281122,Madre Laura,158.0,10.8,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
16-12-2,01-161222,Madre Laura,170.0,10.7,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
26-12-22,01-261222,Madre Laura,70.0,10.8,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
29-12-22,01-291222,Madre Laura,225.0,11.3,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
2023-11-01 00:00:00,01-110123,Madre Laura,10.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
24-01-23,01-240123,Madre Laura,40.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
2023-06-02 00:00:00,01-060223,Madre Laura,47.6,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
16-02-23,01-160223,Madre Laura,92.0,10.8,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
21-02-23,08-210223,Gesha Villabernarda,5.0,10.3,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,LFQ,Gesha,HONEY,JERICO,489.0,489.0,HONEY
2023-01-03 00:00:00,08-010323,Gesha Villabernarda,50.0,10.5,14.0,C,"Jazmin, mandarina, acidez jugosa, cuerpo sedoso y final frutal ",86.0,SI,AC,Gesha,HONEY,JERICO,489.0,489.0,HONEY
28-03-23,01-280323,Madre Laura,60.0,10.8,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
29-03-23,01-290323,Madre Laura,65.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
2023-10-04 00:00:00,01-100423,Madre Laura,120.0,10.8,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
24-04-23,01-240423,Madre Laura,101.45,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
2023-05-04 00:00:00,01-040523,Madre Laura,40.0,10.8,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
2023-06-15 00:00:00,01-150623,Madre Laura,10.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
2023-10-27 00:00:00,01-271023,Madre Laura,20.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
10-Ene-2024,01-100124,Madre Laura,20.0,10.4,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
02-Abril-2024,01-020424,Madre Laura,20.0,10.5,14.0,C,"Chocolate negro, toque frutal, cuerpo medio, acidez jugosa citrica, final dulce prolongado",84.0,SI,AC,Otros,NAN,NAN,,492.0,NAN
